action,risk,ats_type,ats_identifier,name,clean_name,board_url,jobs_count,sample_title_1,has_real_domain,domain_to_use,existing_db_name,existing_db_domain
insert,low,greenhouse,sollishealth,"Sollis Health","Sollis Health",https://boards.greenhouse.io/sollishealth,27,"Assistant Medical Director - Concierge Emergency Medicine ",no,sollishealth.greenhouse.ats-placeholder,,
insert,low,ashby,atlas,"Atlas AI","Atlas AI",https://jobs.ashbyhq.com/atlas,7,"Software Engineer ",no,atlas.ashby.ats-placeholder,,
insert,low,greenhouse,roboforce,"RoboForce","RoboForce",https://boards.greenhouse.io/roboforce,14,"AI Resident",no,roboforce.greenhouse.ats-placeholder,,
insert,med,ashby,rasa,"Rasa","Rasa",https://jobs.ashbyhq.com/rasa,4,"Outbound Senior Business Development Representative (BDR) - EMEA",no,rasa.ashby.ats-placeholder,,
insert,med,lever,brightedge,"BrightEdge","BrightEdge",https://jobs.lever.co/brightedge,24,"Account Executive",no,brightedge.lever.ats-placeholder,,
insert,low,ashby,xona-space,"Xona Space Systems","Xona Space Systems",https://jobs.ashbyhq.com/xona-space,48,"Communications / DSP Engineer",no,xona-space.ashby.ats-placeholder,,
insert,low,greenhouse,ideo,"IDEO.org","IDEO.org",https://boards.greenhouse.io/ideo,12,"Business Development Director",no,ideo.greenhouse.ats-placeholder,,
insert,low,ashby,relay,"Relay Robotics","Relay Robotics",https://jobs.ashbyhq.com/relay,37,"Senior Software Engineer",no,relay.ashby.ats-placeholder,,
insert,low,smartrecruiters,four15digital,"Four15 Digital","Four15 Digital",https://careers.smartrecruiters.com/four15digital,1,"paid search",no,four15digital.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,nauto,"Nauto","Nauto",https://boards.greenhouse.io/nauto,4,"Embedded Software Engineer",no,nauto.greenhouse.ats-placeholder,,
insert,low,greenhouse,tia,"Tia","Tia",https://boards.greenhouse.io/tia,33,"Associate Clinic Manager - Culver City, CA - Onsite",no,tia.greenhouse.ats-placeholder,,
skip-ats,low,ashby,runway,"Runway Growth Capital","Runway Growth Capital",https://jobs.ashbyhq.com/runway,4,"⚙️ Senior/Staff Platform Engineer",no,runway.ashby.ats-placeholder,,
insert,low,greenhouse,sparrow,"Sparrow","Sparrow",https://boards.greenhouse.io/sparrow,13,"Account Executive",no,sparrow.greenhouse.ats-placeholder,,
insert,low,greenhouse,subskribe,"Subskribe","Subskribe",https://boards.greenhouse.io/subskribe,1,"Marketing Specialist - India",no,subskribe.greenhouse.ats-placeholder,,
insert,med,ashby,thirstysprout,"ThirstySprout","ThirstySprout",https://jobs.ashbyhq.com/thirstysprout,5,"Senior Fullstack Engineer (Vue js/ Django)",no,thirstysprout.ashby.ats-placeholder,,
insert,low,greenhouse,prove,"Prove","Prove",https://boards.greenhouse.io/prove,6,"Corporate Development Manager",no,prove.greenhouse.ats-placeholder,,
insert,high,ashby,coperniq,"Coperniq","Coperniq",https://jobs.ashbyhq.com/coperniq,1,"LATAM Senior Full Stack Engineer",no,coperniq.ashby.ats-placeholder,,
insert,low,lever,listo,"Listo Unlimited","Listo Unlimited",https://jobs.lever.co/listo,2,"Customer Success Lead",no,listo.lever.ats-placeholder,,
insert,low,lever,arcadiascience,"Arcadia Science","Arcadia Science",https://jobs.lever.co/arcadiascience,8,"Evolutionary Cell Biology Fellow",no,arcadiascience.lever.ats-placeholder,,
insert,low,greenhouse,olipop,"OLIPOP","OLIPOP",https://boards.greenhouse.io/olipop,19,"Area Sales Manager, Minneapolis",no,olipop.greenhouse.ats-placeholder,,
insert,high,ashby,scaler,"Scaler","Scaler",https://jobs.ashbyhq.com/scaler,2,"Workplace Experience Intern",no,scaler.ashby.ats-placeholder,,
insert,low,lever,career,"Career Karma","Career Karma",https://jobs.lever.co/career,1,"Test Job",no,career.lever.ats-placeholder,,
insert,low,smartrecruiters,yamahamotor,"Yamaha Motor Ventures","Yamaha Motor Ventures",https://careers.smartrecruiters.com/yamahamotor,7,"Lowongan Kerja | PEKERJAAN OPERATOR PRODUKSI TERBARU BULAN MARET 2020| LOWONGAN ",no,yamahamotor.smartrecruiters.ats-placeholder,,
insert,med,ashby,josys,"Josys","Josys",https://jobs.ashbyhq.com/josys,17,"Account Executive (Enterprise) - Tokyo",no,josys.ashby.ats-placeholder,,
insert,low,ashby,infinite,"Infinite Views","Infinite Views",https://jobs.ashbyhq.com/infinite,2,"Founding Engineer",no,infinite.ashby.ats-placeholder,,
insert,low,lever,apolloagriculture,"Apollo Agriculture","Apollo Agriculture",https://jobs.lever.co/apolloagriculture,2,"Field Fraud Operations & Investigation Officer: Zambia",no,apolloagriculture.lever.ats-placeholder,,
insert,low,smartrecruiters,nextsense,"NextSense","NextSense",https://careers.smartrecruiters.com/nextsense,2,"Senior ML/Research Scientist",no,nextsense.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,questbridge,"QuestBridge","QuestBridge",https://boards.greenhouse.io/questbridge,3,"Associate Director, Student Outreach",no,questbridge.greenhouse.ats-placeholder,,
insert,med,ashby,victorious,"Victorious","Victorious",https://jobs.ashbyhq.com/victorious,5,"Senior SEO Strategist",no,victorious.ashby.ats-placeholder,,
insert,med,ashby,bynder,"Bynder","Bynder",https://jobs.ashbyhq.com/bynder,27,"Strategic Account Manager",no,bynder.ashby.ats-placeholder,,
insert,low,greenhouse,phizenix,"Phizenix","Phizenix",https://boards.greenhouse.io/phizenix,31,"AI Corporate Trainer",no,phizenix.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,secondtalent,"Second Talent","Second Talent",https://careers.smartrecruiters.com/secondtalent,5,"Project Manager (Malaysia)",no,secondtalent.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,iovancebiotherapeutics,"Iovance Biotherapeutics, Inc.","Iovance Biotherapeutics, Inc.",https://boards.greenhouse.io/iovancebiotherapeutics,25,"Accounts Payable Specialist [Contract to Hire]",no,iovancebiotherapeutics.greenhouse.ats-placeholder,,
insert,low,lever,foxitsoftware,"Foxit Software","Foxit Software",https://jobs.lever.co/foxitsoftware,17,"Business Development Representative (6 months Direct Contract)",no,foxitsoftware.lever.ats-placeholder,,
insert,low,lever,candidate,"Candidate Labs","Candidate Labs",https://jobs.lever.co/candidate,1,"Fulcrum CEO",no,candidate.lever.ats-placeholder,,
update-by-name,med,lever,deepsky,"DeepSky","DeepSky",https://jobs.lever.co/deepsky,10,"Electrical Engineer - R&D Team",no,deepsky.com,"Deep Sky",deepsky.com
insert,med,lever,captivateiq,"CaptivateIQ","CaptivateIQ",https://jobs.lever.co/captivateiq,34,"Account Development Representative, Customer Accounts",no,captivateiq.lever.ats-placeholder,,
insert,low,greenhouse,litmos,"Litmos","Litmos",https://boards.greenhouse.io/litmos,12,"Account Executive",no,litmos.greenhouse.ats-placeholder,,
insert,low,greenhouse,dremio,"Dremio","Dremio",https://boards.greenhouse.io/dremio,6,"Commercial Account Executive - East",no,dremio.greenhouse.ats-placeholder,,
insert,low,greenhouse,novoed,"NovoEd","NovoEd",https://boards.greenhouse.io/novoed,6,"Sr. Product Manager ",no,novoed.greenhouse.ats-placeholder,,
insert,low,greenhouse,meruhealth,"Meru Health","Meru Health",https://boards.greenhouse.io/meruhealth,1,"Remote Licensed Therapist, Part-Time",no,meruhealth.greenhouse.ats-placeholder,,
insert,low,ashby,new-culture,"New Culture","New Culture",https://jobs.ashbyhq.com/new-culture,2,"Senior Food Scientist, Product Development",no,new-culture.ashby.ats-placeholder,,
insert,low,greenhouse,flodesk,"Flodesk","Flodesk",https://boards.greenhouse.io/flodesk,4,"Middle to Senior Backend Engineer",no,flodesk.greenhouse.ats-placeholder,,
insert,low,greenhouse,mighty,"Mighty Buildings","Mighty Buildings",https://boards.greenhouse.io/mighty,4,"AI Software Engineer",no,mighty.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,nclouds,"nClouds","nClouds",https://careers.smartrecruiters.com/nclouds,1,"Controller",no,nclouds.smartrecruiters.ats-placeholder,,
insert,low,ashby,autoscience,"Autoscience Institute","Autoscience Institute",https://jobs.ashbyhq.com/autoscience,3,"Machine Learning Research Scientist",no,autoscience.ashby.ats-placeholder,,
insert,low,greenhouse,mindbody,"Mind-Body Care","Mind-Body Care",https://boards.greenhouse.io/mindbody,31,"Account Executive",no,mindbody.greenhouse.ats-placeholder,,
update-by-name,low,greenhouse,disco,"Disco (disconetwork.com)","Disco",https://boards.greenhouse.io/disco,37,"Account Executive",no,disco.co,"DISCO",disco.co
insert,low,greenhouse,networkoptix,"Network Optix","Network Optix",https://boards.greenhouse.io/networkoptix,16,"HR Manager",no,networkoptix.greenhouse.ats-placeholder,,
insert,high,lever,citcon,"CITCON","CITCON",https://jobs.lever.co/citcon,2,"Customer Support and Risk Operations Agent",no,citcon.lever.ats-placeholder,,
insert,low,lever,cobaltrobotics,"Cobalt Robotics","Cobalt Robotics",https://jobs.lever.co/cobaltrobotics,10,"Reserve Engineer (On-site) - Arlington, VA",no,cobaltrobotics.lever.ats-placeholder,,
insert,low,greenhouse,karbon,"Karbon","Karbon",https://boards.greenhouse.io/karbon,21,"Account Executive - Mid Market",no,karbon.greenhouse.ats-placeholder,,
insert,low,ashby,amber,"Amber Kinetics","Amber Kinetics",https://jobs.ashbyhq.com/amber,22,"Technical Project Manager - AI (F/M/*)",no,amber.ashby.ats-placeholder,,
insert,high,ashby,witnessai,"WitnessAI","WitnessAI",https://jobs.ashbyhq.com/witnessai,3,"Principal Product Marketing Manager",no,witnessai.ashby.ats-placeholder,,
insert,med,ashby,change,"Change.org","Change.org",https://jobs.ashbyhq.com/change,9,"Country Lead / Communications Manager, Turkey",no,change.ashby.ats-placeholder,,
insert,low,greenhouse,celigo,"Celigo","Celigo",https://boards.greenhouse.io/celigo,26,"Account Executive",no,celigo.greenhouse.ats-placeholder,,
insert,low,ashby,applied,"Applied Silver, Inc.","Applied Silver, Inc.",https://jobs.ashbyhq.com/applied,214,"Training and Development Lead",no,applied.ashby.ats-placeholder,,
insert,low,ashby,twenty,"Twenty Twenty Therapeutics","Twenty Twenty Therapeutics",https://jobs.ashbyhq.com/twenty,36,"Staff Backend Engineer",no,twenty.ashby.ats-placeholder,,
insert,med,lever,incorta,"InCorta","InCorta",https://jobs.lever.co/incorta,6,"BI Solution Engineer",no,incorta.lever.ats-placeholder,,
insert,med,lever,harmony,"Harmony","Harmony",https://jobs.lever.co/harmony,9,"Blockchain Engineer",no,harmony.lever.ats-placeholder,,
insert,med,ashby,honeybook,"HoneyBook","HoneyBook",https://jobs.ashbyhq.com/honeybook,13,"Senior Talent Acquisition ",no,honeybook.ashby.ats-placeholder,,
update-by-name,med,ashby,context,"Context","Context",https://jobs.ashbyhq.com/context,4,"Forward Deployed Engineer - MTS",no,context.ai,"Context&",context.ai
insert,low,greenhouse,zerocater,"ZeroCater","ZeroCater",https://boards.greenhouse.io/zerocater,8,"Growth Marketing Manager",no,zerocater.greenhouse.ats-placeholder,,
insert,low,greenhouse,five9,"Five9","Five9",https://boards.greenhouse.io/five9,170,"Accounts Payable Specialist",no,five9.greenhouse.ats-placeholder,,
insert,low,greenhouse,twinhealth,"Twin Health","Twin Health",https://boards.greenhouse.io/twinhealth,22,"Application Security Engineer",no,twinhealth.greenhouse.ats-placeholder,,
insert,low,ashby,playground,"Playground Global (VC)","Playground Global",https://jobs.ashbyhq.com/playground,20,"Channel Partnerships Manager",no,playground.ashby.ats-placeholder,,
insert,low,lever,ekohealth,"Eko Health","Eko Health",https://jobs.lever.co/ekohealth,9,"Customer Experience Associate",no,ekohealth.lever.ats-placeholder,,
insert,low,ashby,atomic,"Atomic AI","Atomic AI",https://jobs.ashbyhq.com/atomic,9,"Co-found with Atomic",no,atomic.ashby.ats-placeholder,,
insert,low,greenhouse,appodeal,"Appodeal","Appodeal",https://boards.greenhouse.io/appodeal,14,"Chief Data Science Officer",no,appodeal.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,makersights,"MakerSights","MakerSights",https://careers.smartrecruiters.com/makersights,1,"Director of Engineering - SAAS and MEAN stack hands on Required",no,makersights.smartrecruiters.ats-placeholder,,
insert,med,ashby,leandata,"LeanData","LeanData",https://jobs.ashbyhq.com/leandata,14,"GTM Engineer (Data & AI)",no,leandata.ashby.ats-placeholder,,
insert,low,smartrecruiters,filmless,"Filmless","Filmless",https://careers.smartrecruiters.com/filmless,6,"Freelance Cinematographer",no,filmless.smartrecruiters.ats-placeholder,,
insert,low,ashby,shift,"SHIFT Communications","SHIFT Communications",https://jobs.ashbyhq.com/shift,17,"Account Manager ",no,shift.ashby.ats-placeholder,,
insert,low,lever,loftorbital,"Loft Orbital","Loft Orbital",https://jobs.lever.co/loftorbital,56,"AIT Technician",no,loftorbital.lever.ats-placeholder,,
insert,low,smartrecruiters,rapidsilicon,"Rapid Silicon","Rapid Silicon",https://careers.smartrecruiters.com/rapidsilicon,1,"Technical Recruiter",no,rapidsilicon.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,jampp,"Jampp","Jampp",https://boards.greenhouse.io/jampp,5,"Account Executive, AdTech",no,jampp.greenhouse.ats-placeholder,,
insert,low,greenhouse,mixmax,"Mixmax","Mixmax",https://boards.greenhouse.io/mixmax,2,"Staff Product Manager ",no,mixmax.greenhouse.ats-placeholder,,
insert,low,ashby,pulse,"Pulse Secure","Pulse Secure",https://jobs.ashbyhq.com/pulse,10,"Account Executive",no,pulse.ashby.ats-placeholder,,
insert,med,ashby,singular,"Singular","Singular",https://jobs.ashbyhq.com/singular,17,"Senior Backend Engineer ",no,singular.ashby.ats-placeholder,,
skip-ats,low,smartrecruiters,smart,"Smart Care Equipment Solutions","Smart Care Equipment Solutions",https://careers.smartrecruiters.com/smart,1,"Product Manager, Intern",no,smart.smartrecruiters.ats-placeholder,,
insert,low,ashby,electric,"Electric Imp","Electric Imp",https://jobs.ashbyhq.com/electric,2,"Technical Solutions Engineer, GTM",no,electric.ashby.ats-placeholder,,
insert,low,greenhouse,fastforward,"FastForward.ai","FastForward.ai",https://boards.greenhouse.io/fastforward,2,"Portfolio Director",no,fastforward.greenhouse.ats-placeholder,,
insert,low,lever,unusual,"Unusual Ventures","Unusual Ventures",https://jobs.lever.co/unusual,7,"Founding Account Executive - Rime Ai",no,unusual.lever.ats-placeholder,,
skip-ats,med,ashby,osmo,"Osmo","Osmo",https://jobs.ashbyhq.com/osmo,13,"Robot Operator",no,osmo.ashby.ats-placeholder,,
insert,low,smartrecruiters,jyve,"Jyve","Jyve",https://careers.smartrecruiters.com/jyve,1,"Retail Sales Representative",no,jyve.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,sixthstreet,"Sixth Street","Sixth Street",https://boards.greenhouse.io/sixthstreet,17,"Asset Based Finance Analyst",no,sixthstreet.greenhouse.ats-placeholder,,
insert,med,ashby,lemfi,"LemFi","LemFi",https://jobs.ashbyhq.com/lemfi,10,"Regional Treasury Operations Specialist - Francophone Markets",no,lemfi.ashby.ats-placeholder,,
insert,low,greenhouse,factored,"Factored","Factored",https://boards.greenhouse.io/factored,21,"Analytics Engineer",no,factored.greenhouse.ats-placeholder,,
insert,low,greenhouse,blueshift,"Blueshift","Blueshift",https://boards.greenhouse.io/blueshift,3,"Account Executive, Western Region",no,blueshift.greenhouse.ats-placeholder,,
skip-ats,low,greenhouse,lattice,"Lattice Engines","Lattice Engines",https://boards.greenhouse.io/lattice,10,"Account Executive, SMB",no,lattice.greenhouse.ats-placeholder,,
insert,med,ashby,cambly,"Cambly","Cambly",https://jobs.ashbyhq.com/cambly,13,"Sales Development Representative",no,cambly.ashby.ats-placeholder,,
insert,low,greenhouse,yellowbrickdata,"Yellowbrick Data","Yellowbrick Data",https://boards.greenhouse.io/yellowbrickdata,1,"Software Engineer-Early Career",no,yellowbrickdata.greenhouse.ats-placeholder,,
skip-ats,low,lever,tala,"Tala Security","Tala Security",https://jobs.lever.co/tala,15,"Analytics Engineer II",no,tala.lever.ats-placeholder,,
insert,low,ashby,sierra,"Sierra Ventures","Sierra Ventures",https://jobs.ashbyhq.com/sierra,124,"Sales Engineer",no,sierra.ashby.ats-placeholder,,
insert,med,ashby,vibecode,"vibecode.dev","vibecode.dev",https://jobs.ashbyhq.com/vibecode,4,"Member of Technical Staff (Applied AI Engineer)",no,vibecode.ashby.ats-placeholder,,
insert,low,greenhouse,pubmatic,"PubMatic","PubMatic",https://boards.greenhouse.io/pubmatic,59,"Account Executive, Commerce Media",no,pubmatic.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,homeroom,"Homeroom","Homeroom",https://careers.smartrecruiters.com/homeroom,1,"Maintenance Organizer",no,homeroom.smartrecruiters.ats-placeholder,,
insert,med,lever,sitetracker,"Sitetracker","Sitetracker",https://jobs.lever.co/sitetracker,16,"eLearning Developer/ Specialist",no,sitetracker.lever.ats-placeholder,,
insert,low,greenhouse,startree,"StarTree","StarTree",https://boards.greenhouse.io/startree,8,"Engineering Manager, Data Platform ",no,startree.greenhouse.ats-placeholder,,
insert,med,lever,authentic8,"Authentic8","Authentic8",https://jobs.lever.co/authentic8,5,"Database Administrator (DBA)",no,authentic8.lever.ats-placeholder,,
insert,low,lever,super,"Super Ventures","Super Ventures",https://jobs.lever.co/super,14,"Area Sales Manager (Baltimore)",no,super.lever.ats-placeholder,,
insert,low,greenhouse,life360,"Life360","Life360",https://boards.greenhouse.io/life360,36,"AI Partner Engineer",no,life360.greenhouse.ats-placeholder,,
insert,high,ashby,armory,"Armory","Armory",https://jobs.ashbyhq.com/armory,3,"Full-Stack General Manager",no,armory.ashby.ats-placeholder,,
insert,low,greenhouse,jfrog,"JFrog","JFrog",https://boards.greenhouse.io/jfrog,100,"Account Executive",no,jfrog.greenhouse.ats-placeholder,,
insert,low,greenhouse,cerus,"Cerus","Cerus",https://boards.greenhouse.io/cerus,5,"Associate Director, Analytical Operations / Analytical Operations Director",no,cerus.greenhouse.ats-placeholder,,
insert,med,ashby,hoxhunt,"Hoxhunt","Hoxhunt",https://jobs.ashbyhq.com/hoxhunt,15,"Senior Software Engineer: Threat Team",no,hoxhunt.ashby.ats-placeholder,,
insert,low,greenhouse,eridan,"Eridan","Eridan",https://boards.greenhouse.io/eridan,3,"Circuit Design Engineer (GaN Focus)",no,eridan.greenhouse.ats-placeholder,,
insert,low,greenhouse,neptunemedical,"Neptune Medical","Neptune Medical",https://boards.greenhouse.io/neptunemedical,12,"Manufacturing Assembler or Technician (I/II/III), Endoscopy",no,neptunemedical.greenhouse.ats-placeholder,,
insert,low,ashby,uptimeai,"UptimeAI Inc.","UptimeAI Inc.",https://jobs.ashbyhq.com/uptimeai,6,"Account Executive",no,uptimeai.ashby.ats-placeholder,,
insert,low,smartrecruiters,wilcosource,"Wilco Source","Wilco Source",https://careers.smartrecruiters.com/wilcosource,2,"Technical Architect",no,wilcosource.smartrecruiters.ats-placeholder,,
insert,low,ashby,build,"Build Group","Build Group",https://jobs.ashbyhq.com/build,5,"AI Engineer (Core)",no,build.ashby.ats-placeholder,,
insert,low,ashby,bedrock,"Bedrock Security","Bedrock Security",https://jobs.ashbyhq.com/bedrock,7,"Engineer, Backend",no,bedrock.ashby.ats-placeholder,,
insert,med,ashby,camunda,"Camunda","Camunda",https://jobs.ashbyhq.com/camunda,38,"Account Development Representative - Future Openings Talent Pool",no,camunda.ashby.ats-placeholder,,
insert,med,ashby,padlet,"Padlet","Padlet",https://jobs.ashbyhq.com/padlet,18,"Software Engineer – Mobile",no,padlet.ashby.ats-placeholder,,
insert,low,greenhouse,ujet,"ujet.cx","ujet.cx",https://boards.greenhouse.io/ujet,5,"General Application",no,ujet.greenhouse.ats-placeholder,,
insert,med,ashby,kinship,"Kinship","Kinship",https://jobs.ashbyhq.com/kinship,7,"Design Engineer",no,kinship.ashby.ats-placeholder,,
insert,med,ashby,gridverify,"Grid (gridverify.com)","Grid",https://jobs.ashbyhq.com/gridverify,5,"Senior Product Manager",no,gridverify.ashby.ats-placeholder,,
insert,low,greenhouse,pacaso,"Pacaso","Pacaso",https://boards.greenhouse.io/pacaso,6,"Associate Sales Enablement Manager",no,pacaso.greenhouse.ats-placeholder,,
insert,med,lever,piccollage,"PicCollage","PicCollage",https://jobs.lever.co/piccollage,10,"Company Operations Intern",no,piccollage.lever.ats-placeholder,,
insert,low,greenhouse,sonatus,"Sonatus","Sonatus",https://boards.greenhouse.io/sonatus,29,"Graphic Designer",no,sonatus.greenhouse.ats-placeholder,,
insert,low,greenhouse,carbon,"Carbon, Inc.","Carbon, Inc.",https://boards.greenhouse.io/carbon,10,"Director, FP&A",no,carbon.greenhouse.ats-placeholder,,
insert,high,ashby,layer,"Layer (layer.ai)","Layer",https://jobs.ashbyhq.com/layer,2,"Head of Marketing",no,layer.ashby.ats-placeholder,,
insert,low,greenhouse,vumedi,"VuMedi","VuMedi",https://boards.greenhouse.io/vumedi,10,"Associate Product Marketing Manager ",no,vumedi.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,tenergy,"Tenergy Corporation","Tenergy Corporation",https://careers.smartrecruiters.com/tenergy,6,"Product Project Management  (Chinese English Bilingual)",no,tenergy.smartrecruiters.ats-placeholder,,
insert,low,greenhouse,yubico,"Yubico","Yubico",https://boards.greenhouse.io/yubico,11,"Cryptography Engineer",no,yubico.greenhouse.ats-placeholder,,
insert,low,ashby,backflip,"Backflip AI","Backflip AI",https://jobs.ashbyhq.com/backflip,3,"Account Executive ",no,backflip.ashby.ats-placeholder,,
insert,low,greenhouse,boku,"Boku","Boku",https://boards.greenhouse.io/boku,15,"Accounts Receivable Specialist",no,boku.greenhouse.ats-placeholder,,
insert,med,ashby,marble,"Marble","Marble",https://jobs.ashbyhq.com/marble,7,"Co-Founder, CEO (Iron & Steel)",no,marble.ashby.ats-placeholder,,
insert,low,greenhouse,banyaninfrastructure,"Banyan Infrastructure","Banyan Infrastructure",https://boards.greenhouse.io/banyaninfrastructure,4,"AI Engineer (Mid-Senior Level)",no,banyaninfrastructure.greenhouse.ats-placeholder,,
insert,low,ashby,inclined,"Inclined Technologies","Inclined Technologies",https://jobs.ashbyhq.com/inclined,4,"Loan Servicing Associate",no,inclined.ashby.ats-placeholder,,
insert,low,smartrecruiters,brightback,"Brightback","Brightback",https://careers.smartrecruiters.com/brightback,1,"Senior Backend Software Engineer",no,brightback.smartrecruiters.ats-placeholder,,
insert,med,ashby,ashby,"Ashby","Ashby",https://jobs.ashbyhq.com/ashby,62,"Startup Customer Success Manager - EMEA",no,ashby.ashby.ats-placeholder,,
update-by-name,med,ashby,datologyai,"DatologyAI","DatologyAI",https://jobs.ashbyhq.com/datologyai,9,"Software Engineer, Data Infrastructure",no,datologyai.com,"Datology AI",datologyai.com
insert,low,greenhouse,mojio,"Mojio","Mojio",https://boards.greenhouse.io/mojio,2,"Firmware Engineer (Contract)",no,mojio.greenhouse.ats-placeholder,,
insert,low,greenhouse,nextroll,"NextRoll","NextRoll",https://boards.greenhouse.io/nextroll,1,"Sales Development Representative - Future Opportunity",no,nextroll.greenhouse.ats-placeholder,,
insert,low,greenhouse,spin,"Spin","Spin",https://boards.greenhouse.io/spin,19,"Business Transformation Lead",no,spin.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,vcv,"VCV.AI","VCV.AI",https://careers.smartrecruiters.com/vcv,1,"Sales Manager",no,vcv.smartrecruiters.ats-placeholder,,
insert,low,ashby,burklandassociates,"Burkland Associates","Burkland Associates",https://jobs.ashbyhq.com/burklandassociates,9,"CFO Consultant - Digital Health",no,burklandassociates.ashby.ats-placeholder,,
insert,low,greenhouse,boldmetrics,"Bold Metrics","Bold Metrics",https://boards.greenhouse.io/boldmetrics,2,"Implementation Engineer",no,boldmetrics.greenhouse.ats-placeholder,,
insert,low,greenhouse,silananotechnologies,"Sila Nanotechnologies","Sila Nanotechnologies",https://boards.greenhouse.io/silananotechnologies,36,"Account Director, Japan",no,silananotechnologies.greenhouse.ats-placeholder,,
insert,low,greenhouse,degreed,"Degreed","Degreed",https://boards.greenhouse.io/degreed,5,"Financial Analyst | US",no,degreed.greenhouse.ats-placeholder,,
insert,low,greenhouse,alma,"Alma Ad Agency","Alma Ad Agency",https://boards.greenhouse.io/alma,8,"Business Intelligence Group Manager, Ops & CX",no,alma.greenhouse.ats-placeholder,,
insert,low,ashby,switchboard,"Switchboard Software","Switchboard Software",https://jobs.ashbyhq.com/switchboard,6,"Implementation Manager",no,switchboard.ashby.ats-placeholder,,
insert,low,ashby,finch,"Finch Care","Finch Care",https://jobs.ashbyhq.com/finch,3,"Product Designer",no,finch.ashby.ats-placeholder,,
insert,med,ashby,nextpatient,"NextPatient","NextPatient",https://jobs.ashbyhq.com/nextpatient,4,"Account Executive (East)",no,nextpatient.ashby.ats-placeholder,,
insert,high,lever,clicktime,"ClickTime","ClickTime",https://jobs.lever.co/clicktime,3,"B2B Content & Community Lead",no,clicktime.lever.ats-placeholder,,
insert,low,greenhouse,lunarenergy,"Lunar Energy","Lunar Energy",https://boards.greenhouse.io/lunarenergy,14,"Executive Assistant to VP of Revenue",no,lunarenergy.greenhouse.ats-placeholder,,
insert,low,greenhouse,turing,"Turing","Turing",https://boards.greenhouse.io/turing,32,"AI Engineering Lead",no,turing.greenhouse.ats-placeholder,,
insert,low,greenhouse,otter,"Otter Match","Otter Match",https://boards.greenhouse.io/otter,35,"Account Executive - Bogotá, COL",no,otter.greenhouse.ats-placeholder,,
insert,high,ashby,goldsky,"Goldsky","Goldsky",https://jobs.ashbyhq.com/goldsky,3,"Growth Engineer",no,goldsky.ashby.ats-placeholder,,
insert,high,lever,edpuzzle,"Edpuzzle","Edpuzzle",https://jobs.lever.co/edpuzzle,1,"School Success Associate  (Northeast-Based)",no,edpuzzle.lever.ats-placeholder,,
insert,low,ashby,character,"Character Biosciences","Character Biosciences",https://jobs.ashbyhq.com/character,17,"Machine Learning Infrastructure Engineer",no,character.ashby.ats-placeholder,,
insert,low,greenhouse,pursuit,"PURSUIT SOFTWARE","PURSUIT SOFTWARE",https://boards.greenhouse.io/pursuit,5,"Account Executive, Job Outcomes ",no,pursuit.greenhouse.ats-placeholder,,
insert,low,greenhouse,verkada,"Verkada Inc","Verkada Inc",https://boards.greenhouse.io/verkada,307,"Account Executive, ASEAN",no,verkada.greenhouse.ats-placeholder,,
insert,low,smartrecruiters,microchip,"Microchip Technology Inc.","Microchip Technology Inc.",https://careers.smartrecruiters.com/microchip,8,"Senior Technical Staff Engineer - Product Marketing",no,microchip.smartrecruiters.ats-placeholder,,
insert,high,lever,supermove,"Supermove","Supermove",https://jobs.lever.co/supermove,2,"Software Engineer, Backend & Integrations (Remote)",no,supermove.lever.ats-placeholder,,
insert,low,greenhouse,securitize,"Securitize","Securitize",https://boards.greenhouse.io/securitize,8,"Associate, Treasury Services",no,securitize.greenhouse.ats-placeholder,,
insert,med,ashby,bio,"Q Bio","Q Bio",https://jobs.ashbyhq.com/bio,11,"Computational Biologist",no,bio.ashby.ats-placeholder,,
insert,low,ashby,vynca,"Vynca Inc","Vynca Inc",https://jobs.ashbyhq.com/vynca,31,"LVN Case Manager",no,vynca.ashby.ats-placeholder,,
insert,low,greenhouse,thirdlove,"ThirdLove","ThirdLove",https://boards.greenhouse.io/thirdlove,4,"Sales Associate",no,thirdlove.greenhouse.ats-placeholder,,
insert,low,ashby,pariveda,"Pariveda Solutions","Pariveda Solutions",https://jobs.ashbyhq.com/pariveda,21,"Software Engineer",no,pariveda.ashby.ats-placeholder,,
insert,low,greenhouse,tatcha,"Tatcha","Tatcha",https://boards.greenhouse.io/tatcha,5,"Ambassador (Freelance) - Beauty Sales + Education - British Columbia",no,tatcha.greenhouse.ats-placeholder,,
insert,med,lever,collate,"Collate","Collate",https://jobs.lever.co/collate,16,"AI Engineer",no,collate.lever.ats-placeholder,,
