"id","name","domain","old_url","old_ats","new_url","new_ats","confidence","reason"
"14c180a3-de62-47c8-b7cd-fb55649d101b","Aristocrat Technologies Inc.","aristocrat.com","https://careers.aristocrat.com","workday","https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite","workday","high","homepage_embeds_ats"
"fa8d2619-40ca-4f83-b106-3bda06d89b7d","Arthur J Gallagher Service Company LLC","arthurjgallagherservicempany.com","https://arthurjgallagherservicempany.com/careers","","","","none","homepage_unreachable_error"
"ab686ba5-dafb-4bc0-a87a-a0291c72391a","AT&T","att.com","https://www.att.jobs","custom","","","none","no_career_links_on_homepage"
"d2e74fca-0c53-4a17-bc94-95bd1f67f778","Atos It Solutions And Services Inc.","atositand.com","https://atositand.com/careers","","","","none","homepage_unreachable_error"
"dcf5b327-5f55-4e31-9fb9-6fddeb09ec39","Aurora Medical Group Inc.","auroramedical.com","https://www.advocateaurorahealth.com/careers","workday","","","none","no_career_links_on_homepage"
"ffa4c238-3934-48af-a635-6c8e21a50a6b","Avani Technology Solutions Inc.","avani.com","https://avani.com/careers","","","","none","homepage_unreachable_error"
"c80e03e1-72ad-4685-9544-7bada8c526a0","Bath & Body Works","bbwi.com","https://careers.bbwinc.com","workday","","","none","no_career_links_on_homepage"
"3c83108a-16b0-4b74-bb55-1171edfee217","Black Construction Corporation","blacknstructionoration.com","https://blacknstructionoration.com/careers","","","","none","homepage_unreachable_error"
"1e505617-9204-4cfa-ae6b-0df2f7c6531c","Bluecross Blueshield Association","bluecrossblueshieldassociation.com","https://careers.bcbs.com","workday","","","none","homepage_unreachable_error"
"20f216e2-42f0-4bf0-aa94-1dd48376805a","Bor Usga Obo Augusta University","borgaoboaugustauniversity.com","https://jobs.augusta.edu","peopleadmin","","","none","homepage_unreachable_error"
"178226ff-f0d8-4d1e-a815-acd480741187","Bruhat Technologies Inc.","bruhat.com","https://bruhat.com/careers","","","","none","homepage_unreachable_error"
"b3454251-2943-49ec-af81-708e3d53e376","Abal Technologies Inc.","abal.com","https://abal.com/careers","","","","none","homepage_unreachable_error"
"6caee26c-acb5-490b-ab3f-c996f8440147","California Polytechnic State Univ","californiapolytechnicstateuniv.com","https://careers.calpoly.edu","peopleadmin","","","none","homepage_unreachable_error"
"bb9effe9-b608-4f59-b5e0-69437a494a74","Calix","calix.com","https://careers.calix.com","icims","https://calix.wd1.myworkdayjobs.com/External","workday","high","careers_page_embeds_workday"
"32caecae-1990-46c0-950d-d45477c59ea4","Burlington Stores","burlingtonstores.com","https://careers.burlingtonstores.com","workday","https://www.burlington.com/careers","","medium","careers_page_no_ats_detected"
"ee0ddf4b-e6e5-4131-90ba-43353fb8e463","Cgi Technologies And Solutions Inc.","cgiand.com","https://cgiand.com/careers","","","","none","homepage_unreachable_error"
"452a6500-a36a-4ef6-b858-ec2b9e9735bc","Arcus Technologies","arcus.com","https://arcus.com/careers","","","","none","homepage_unreachable_error"
"2a740299-bd74-42d6-a6fa-473334b779de","Cedars Sinai Medical Center","cedarssinaimedicalcenter.com","https://careers.cedars-sinai.org","workday","","","none","no_career_links_on_homepage"
"134d46cc-01e8-461c-8b25-9c141480fdb7","Client Network Services LLC","clientnetwork.com","https://www.cnsinc.com/careers","icims","","","none","no_career_links_on_homepage"
"f478c462-5d35-43f9-91f1-ef64d5a83a61","Cloud Software Group Inc.","cloudsoftware.com","https://www.cloudsoftwaregroup.com/careers","icims","","","none","homepage_unreachable_error"
"6a73ac4c-c3d6-4f2b-a936-7a1084b6cff7","Allegheny Clinic","alleghenyclinic.com","https://careers.ahn.org","workday","","","none","homepage_unreachable_error"
"3bc31273-2a38-4c9f-bfa1-4c27c0ac60d7","CME Group","cmegroup.com","https://careers.cmegroup.com","workday","","","none","no_career_links_on_homepage"
"15e64393-458c-4c3f-82d1-65afc89b9194","Cosmic Healthcare LLC","smichealthcare.com","https://smichealthcare.com/careers","","","","none","homepage_unreachable_error"
"ddb579af-6101-4b09-b091-d93cd14c6a06","Covant Solutions Inc.","vant.com","https://vant.com/careers","","","","none","homepage_unreachable_error"
"04fa9e2e-28e1-4318-a07c-f92abd2c7466","Columbus Technology Solutions Inc.","lumbus.com","https://columbusts.com/careers","custom","","","none","no_career_links_on_homepage"
"65657394-ffe2-43d9-9947-7321e5104e64","Cummins Emission Solutions Inc.","cumminsemission.com","https://cumminsemission.com/careers","","","","none","homepage_unreachable_error"
"3c741928-9b89-48bd-9ae3-16f6d02edc5f","Darlington County School District","darlingtonuntyschooldistrict.com","https://www.darlington.k12.sc.us/careers","custom","","","none","homepage_unreachable_error"
"d3e63f2c-f47f-411d-b336-681da1de46e4","Delta Air Lines","delta.com","https://careers.delta.com","workday","","","none","no_career_links_on_homepage"
"6add986d-22cb-4c33-8906-280b92a1ee43","Denso International America Inc.","densointernational.com","https://careers.densodrive.com","icims","","","none","homepage_unreachable_error"
"9f9bf7a0-76f6-40d2-a587-e88c8031c627","Detroit Diesel Corporation","detroitdieseloration.com","https://career.daimlertruck.com","successfactors","","","none","homepage_unreachable_error"
"50f579bd-1c15-4e49-b6e5-484e9d7a30df","Devoir Software Solutions LLC","devoirsoftware.com","https://devoirsoftware.com/careers","","","","none","homepage_unreachable_error"
"caa69743-4ae3-4579-b4f7-f2d21ebdb11d","Csc Holdings LLC","csc.com","https://www.alticeusajobs.com","icims","https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/login","workday","high","careers_page_embeds_workday"
"aa82a7b1-d5ad-44fa-a09c-2681c53f1fd3","Dow","dow.com","https://careers.dow.com","workday","","","none","homepage_unreachable_403"
"eb6283ed-663a-4440-a344-da4f4c8ffd57","Dick's Sporting Goods","dickssportinggoods.com","https://careers.dicks.com","workday","","","none","homepage_unreachable_403"
"7947b088-00db-48d8-8aa2-d214ba1174a3","E2 Consulting Engineers Inc.","e2nsultingengineers.com","https://e2nsultingengineers.com/careers","","","","none","homepage_unreachable_error"
"31eb23c0-2e48-4cdc-b743-f5a371deaa84","Emergtech Business Solutions Inc.","emergtechbusiness.com","https://emergtechbusiness.com/careers","","","","none","homepage_unreachable_error"
"564ac1eb-db6f-4301-8a25-b2e57a2fc198","Eminent Software Services","eminentsoftware.com","https://eminentsoftware.com/careers","","","","none","homepage_unreachable_error"
"c2f006a3-2d2d-4685-a58f-bb2c1939b456","Everest Consulting Group Inc.","everestnsulting.com","https://everestnsulting.com/careers","","","","none","homepage_unreachable_error"
"485f3153-1173-4091-9655-d203ef35d775","Enterprise Mobility","enterprisemobility.com","https://careers.enterprisemobility.com","workday","https://www.enterprisemobility.com/en/careers.html","","medium","careers_page_no_ats_detected"
"ddec80a4-4dce-4d8b-84a1-6ceef169cfe7","FactSet","factset.com","https://careers.factset.com","workday","","","none","no_career_links_on_homepage"
"62676ab1-6aa3-4bb8-85b5-9ede39b45bfa","Fanatics Retail Gr Fulfillment LLC","fanaticsretailgrfulfillment.com","https://careers.fanatics.com","greenhouse","","","none","homepage_unreachable_error"
"e17385b4-5faf-40d8-b1c1-2f5fd46c113d","Fanatics","fanatics.com","https://careers.fanatics.com","greenhouse","","","none","homepage_unreachable_403"
"e19af83b-ddd7-49f6-a99a-d85d8fd1833a","Fidelity Technology Group LLC D B A Fidelity Investments","fidelitydbafidelityinvestments.com","https://fidelitydbafidelityinvestments.com/careers","","","","none","homepage_unreachable_error"
"627347ff-c413-4739-8a34-fa7e52543c3b","Ferguson","ferguson.com","https://careers.ferguson.com","workday","","","none","homepage_unreachable_403"
"90306ef4-fc52-437e-846a-bb56c37a798d","Fmr LLC D B A Fidelity Investments","fmrdbafidelityinvestments.com","https://fmrdbafidelityinvestments.com/careers","","","","none","homepage_unreachable_error"
"7149ea6a-52d4-45a6-8551-1292285fc559","Fiverr","fiverr.com","https://careers.fiverr.com","greenhouse","","","none","homepage_unreachable_403"
"3a82c8db-608e-4187-bc45-6a5d4a78ab05","Friendly Consultants Inc.","friendlynsultants.com","https://friendlynsultants.com/careers","","","","none","homepage_unreachable_error"
"78bc0c94-ed2c-472d-8090-2c68e76485a1","Fox Corporation","foxcorporation.com","https://careers.foxcorporation.com","workday","","","none","no_candidates"
"e03894ec-e340-4c81-8766-7373a6bfc328","Clientserver Technology Solutions LLC","clientserver.com","https://clientserver.com/careers","","https://www.clientserver.com/job-search","","medium","careers_page_no_ats_detected"
"f855b5bb-0530-44dd-8145-6c1ae4997b9b","Galax-Esystems Corporation","galaxesystemsoration.com","https://galaxesystemsoration.com/careers","","","","none","homepage_unreachable_error"
"7538ff10-05fe-4881-98f0-af7b5e7bb3e6","G3 Soft Inc.","g3soft.com","https://g3soft.com/careers","","","","none","homepage_unreachable_error"
"64193f3e-263a-40d1-82d3-da5bbfc39095","General Dynamics","gd.com","https://gdcareers.gd.com","workday","https://www.gd.com/careers/job-search","","medium","careers_page_no_ats_detected"
"dea65476-bec2-4210-a527-5907b0147c41","GE Aerospace","geaerospace.com","https://jobs.geaerospace.com","workday","https://careers.geaerospace.com/global/en/home","","medium","careers_page_no_ats_detected"
"6ab4a46c-bc3b-47ae-896b-e7dbae509002","Government Employee Insurance Company Geico","governmentemployeeinsurancempanygeico.com","https://governmentemployeeinsurancempanygeico.com/careers","","","","none","homepage_unreachable_error"
"3df16398-1ddf-4468-bd12-43da648a1fdd","Government Employees Insurance Company Geico","governmentemployeesinsurancempanygeico.com","https://governmentemployeesinsurancempanygeico.com/careers","","","","none","homepage_unreachable_error"
"c1343978-7e0f-4b7f-99a5-69d8297b7c84","GoPro","gopro.com","https://www.gopro.careers","workday","","","none","no_career_links_on_homepage"
"ef9a6f36-7528-42cd-a7ba-45a610686660","Hadiamondstar Software Solutions LLC","hadiamondstarsoftware.com","https://hadiamondstarsoftware.com/careers","","","","none","homepage_unreachable_error"
"37277d08-7617-4de5-834b-26d55af4c985","Harman Becker Automotive Systems Inc.","harmanbeckerautomotive.com","https://jobs.harman.com","successfactors","","","none","homepage_unreachable_error"
