id,stored_name,tenant,ats_identifier,domain,careers_url,job_count,suggested_name
f6d3c7ec-490f-4ab4-9c56-13f5b02aa7d4,O'Reilly Auto Parts,oreillyauto,oreillyauto:wd1:oreilly,oreillyauto.com,https://careers.oreillyauto.com,1605,Oreilly
82b7a318-b0f1-489f-8ed5-8f3db58eb937,Lowe's,lowes,lowes:wd5:LWS_External_CS,lowes.com,https://jobs.lowes.com,1364,LWS CS
b6c745a1-70cd-42e0-8bf1-e914fbef57aa,Miami University,umiami,umiami:wd1:UMCareerStaff,miami-university.lca-employer,https://miami.edu/jobs,1091,UM Taff
caa3fe34-db0e-48d5-84e4-ee13e19de47c,T-Mobile,tmobile,tmobile:wd1:External,t-mobile.com,https://tmobile.wd1.myworkdayjobs.com/External,1046,Tmobile
21d72749-57ae-4058-a1b4-f238548daa62,University of Miami,umiami,umiami:wd1:UMCareerStaff,miami.edu,https://miami.edu/jobs,1034,UM Taff
aecbd687-c8d0-41a8-ab48-08973f25a330,AT&T,att,att:wd1:ATTGeneral,att.com,https://att.wd1.myworkdayjobs.com/ATTGeneral,983,Attgeneral
b1ce39cb-6ab1-466d-aeb3-331583b871cc,Booz Allen Hamilton,bah,bah:wd1:BAH_Jobs,boozallen.com,https://careers.boozallen.com,974,BAH
c40573eb-724c-4d56-8e2c-5ec3624f8a6a,MGB,massgeneralbrigham,massgeneralbrigham:wd1:mgbexternal,massgeneralbrigham.wd1.myworkdayjobs.com,https://massgeneralbrigham.wd1.myworkdayjobs.com/en-US/mgbexternal,866,MGB
3d6a5c38-d099-4694-8328-a033e4909083,Amentum,pae,pae:wd1:amentum_careers,amentum.com,https://pae.wd1.myworkdayjobs.com/en-US/amentum_careers,863,Amentum
5a78cdba-03e5-4e61-a605-0b1f3f9aa138,M&T Bank,mtb,mtb:wd5:MTB,mtb.com,https://www3.mtb.com/careers,755,MTB
9ffcfbbe-039a-4ea8-835b-d7c2cc3892dc,Elavon Inc.,usbank,usbank:wd1:US_Bank_Careers,elavon.com,https://elavon.com/careers,716,US Bank
fc33f272-10b0-49a0-bdd3-78c845e214e7,Johnson Controls,jci,jci:wd5:JCI,johnsoncontrols.com,https://www.johnsoncontrols.com/careers,696,JCI
2505c476-46ee-4566-a948-98f3523bc375,U.S. Bank,usbank,usbank:wd1:US_Bank_Careers,usbank.com,https://usbank.wd1.myworkdayjobs.com/US_Bank_Careers,671,US Bank
dd558c3f-05d1-44f0-b443-28f9e5538482,Baystate Medical Practices Inc.,baystatehealth,baystatehealth:wd12:External_Careers,baystatemedicalpractices.com,https://baystatehealth.wd12.myworkdayjobs.com/External_Careers/External_Careers,499,Baystatehealth
ce0f6cb2-955b-4280-835b-b84e1127c21e,CyberArk,paloaltonetworks,paloaltonetworks:wd5:panwexternalcareers,cyberark.com,https://careers.cyberark.com,493,Panw
ea6f2da5-04d7-4fa7-9464-be327fb0a393,University of Mississippi Medical Center,ummc,ummc:wd5:UMCCareers,umc.edu,https://umc.edu/careers,454,UMC
64188b17-8cf7-4d0b-8b3d-055bb947558b,LOGAN UNIVERSITY INC,loganhealth,loganhealth:wd1:Logan_Careers,logan.org,https://loganhealth.wd1.myworkdayjobs.com/Logan_Careers,433,Logan
662c6d30-aafd-44ed-975c-25613e261694,Aaa Texas LLC,ace,ace:wd5:careers,aaatexas.com,https://careers.ace.aaa.com,404,ACE
5e44e63e-cc0e-46d7-ab20-c218f488b673,Samsung Electronics,sec,sec:wd3:Samsung_Careers,samsung.com,https://www.samsung.com/us/careers/,395,Samsung
216f7bff-73bb-4927-a3c2-0b74572d6e4a,State of Nebraska,son,son:wd108:NebraskaStateCareers,nebraska.gov,https://son.wd108.myworkdayjobs.com/en-US/NebraskaStateCareers,390,Nebraskastate
dba1ee30-e12a-4f17-bd60-cf4964677ee8,MILLS COLLEGE,northeastern,northeastern:wd1:careers,mills.edu,https://mills.edu,386,Northeastern
e48024cf-ff44-438c-9aa6-1d6fdc1eb5e9,Flex Ltd.,flextronics,flextronics:wd1:Careers,flex.com,https://flex.com/careers,350,Flextronics
